stop_id,stop_name,stop_lat,stop_lon
raja_palace,Raja Palace (Chakshu Bank),23.056413,72.51946
manichandra_society,Manichandra Society,23.052249,72.527577
gokul_complex,Gokul Complex,23.052601,72.531279
subhash_chowk,Subhash Chowk,23.0525,72.5334
vivekanand_circle,Vivekanand Circle,23.051841,72.537688
memnagar_gam,Memnagar Gam,23.048825,72.538961
manav_mandir,Manav Mandir,23.045854,72.540198
kailasnagar,Kailasnagar,,
saurabh_society,Saurabh Society,23.04461,72.545461
p_w_d_workshop,P.W.D. Workshop,23.03294,72.550152
st_xaviers_college,St. Xaviers College,23.0335,72.5532
st_xaviers_corner,St. Xaviers Corner,23.0337,72.554811
rajhans_society,Rajhans Society,23.0314,72.554909
municipal_quarters,Municipal Quarters (Cg Road),22.99755,72.619013
lal_bangla,Lal Bangla (Cg Road),,
patel_society,Patel Society,23.025468,72.556325
astodiya_darwaja,Astodiya Darwaja (BRT),23.016658,72.591907
raypur_darwaja,Raypur Darwaja (BRT),23.016961,72.594125
karnamukteshwar_mahadev,Karnamukteshwar Mahadev (BRT),,
sarangpur_darwaja,Sarangpur Darwaja (BRT),,
panchkuva,Panchkuva,23.024388,72.597515
shaher_kotda,Shaher Kotda,,
shrinagar_mills,Shrinagar Mills,23.031657,72.603464
dr_ambedkar_hall,Dr. Ambedkar Hall (Saraspur),,
saraspur_char_rasta,Saraspur Char Rasta,23.030834,72.609785
shardaben_hospital,Shardaben Hospital,23.031366,72.610843
nutan_mills,Nutan Mills,23.033805,72.614544
bombay_housing_colony,Bombay Housing Colony,23.0349,72.6171
ambar_cinema,Ambar Cinema,23.03477,72.61963
bhid_bhanjan_hanuman,Bhid Bhanjan Hanuman,23.0347,72.6231
bapunagar_ghanti,Bapunagar Ghanti (Patelwadi),23.034904,72.626371
bapunagar_char_rasta,Bapunagar Char Rasta,23.034695,72.629741
vijay_chowk,Vijay Chowk (Samjuba Hospital),23.038042,72.630521
india_colony,India Colony,23.03854,72.633352
narayan_chambers,Narayan Chambers,,
thakkarnagar_approach,Thakkarnagar Approach,23.0383,72.6424
thakkarnagar_char_rasta,Thakkarnagar Char Rasta,23.039327,72.6404
bajarangbapu_ashram,Bajarangbapu Ashram,23.047713,72.641306
kevdani_chali,Kevdani Chali (Priya Cinema),,
krushna_gokul_society,Krushna Gokul Society,,
priya_cinema,Priya Cinema,23.052582,72.642184
krushnanagar,Krushnanagar,23.0653,72.5639
nayannagar,Nayannagar,23.057,72.6398
g_d_high_school,G.D. High School,23.058231,72.637211
saijpur,Saijpur,23.060682,72.639282
s_t_workshop,S.T. Workshop (Naroda),23.064923,72.643035
mayur_park,Mayur Park (Raman Cotton Mills),,
bangla,Bangla,,
devi_theater,Devi Theater,23.073635,72.649868
kailas_complex,Kailas Complex,23.07644,72.651814
galaxy_cinema,Galaxy Cinema,23.077962,72.653013
naroda,Naroda,23.0702,72.657
naroda_gam,Naroda Gam,23.07477,72.655812
kathwada_turning,Kathwada Turning,23.072398,72.659822
kathwada_fanta,Kathwada Fanta,23.0749,72.65871
vrajvihar_society,Vrajvihar Society,23.0716,72.6624
nobal_school,Nobal School,23.0546,72.6476
murlidhar_society,Murlidhar Society,23.0704,72.6688
gokuldham_society,Gokuldham Society,,
st_xaviers_english_school,St. Xaviers English School,,
haridarshan_char_rasta,Haridarshan Char Rasta,23.069581,72.672925
kalagi_park,Kalagi Park,23.0713,72.671
vasant_vihar_society,Vasant Vihar Society,23.073,72.6687
shitalnathprabhu_society,Shitalnathprabhu Society,,
kush_society,Kush Society (New Naroda),23.075565,72.665222
silver_oak_university,Silver Oak University,23.0708,72.517
uniq_city_homes,Uniq City Homes,,
r_c_technical,R.C.Technical (Rear),23.083257,72.527197
sola_bhagwat_vidyapith,Sola Bhagwat Vidyapith,23.088746,72.523726
gujarat_high_court,Gujarat High Court,23.0808,72.5265
ramdev_masala,Ramdev Masala,23.0745,72.5246
sola_overbridge,Sola Overbridge,23.059065,72.520429
highway_cross_road,Highway Cross Road,23.069,72.5245
shenbainagar,Shenbainagar (Sattadhar),23.065354,72.529174
sarthak_school,Sarthak School (Sattadhar Cross Road),,
sarvodaynagar,Sarvodaynagar,23.06262,72.533456
bhuyangdev_society,Bhuyangdev Society,23.059421,72.53645
sola_housing_complex,Sola Housing Complex,23.0569,72.5403
akashganga,Akashganga,23.055797,72.542633
paras_nagar,Paras Nagar,22.9728,72.6043
a_e_c_zonal_office,A.E.C Zonal Office,23.052709,72.548481
naranpura,Naranpura,23.035518,72.563533
